CqF03, B, 0, -inf, -inf, inf
66q9x, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
HsqqQ, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
HsqqQ, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
HsqqQ, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
HsqqQ, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
EfAlJ, O, 3, -21, 6, 10
2L3t2, G, 2, -1, 6, inf
EfAlJ, R, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -32, 6, inf
3cY4M, B, 4, -32, 6, inf
4UJ6B, O, 5, -21, 6, inf
3cY4M, B, 4, -21, 6, inf
4UJ6B, R, 5, -43, 6, inf
3cY4M, B, 4, -21, 6, inf
4UJ6B, Y, 5, -34, 6, inf
3cY4M, B, 4, -21, 6, inf
4YVsA, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
HsqqQ, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
HsqqQ, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
HsqqQ, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
HsqqQ, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
EfAlJ, R, 3, -12, 6, inf
2L3t2, G, 2, -1, 6, inf
EfAlJ, Y, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -23, 6, inf
3cY4M, B, 4, -23, 6, inf
4UJ6B, O, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4UJ6B, R, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
4UJ6B, Y, 5, -25, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
4YVsA, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
4YVsA, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
HsqqQ, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
HsqqQ, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
HsqqQ, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
HsqqQ, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
EfAlJ, Y, 3, -3, 6, inf
2L3t2, G, 2, -1, 6, inf
HsqqQ, B, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -21, 6, inf
3cY4M, B, 4, -21, 6, inf
4UJ6B, O, 5, -10, 6, inf
3cY4M, B, 4, -10, 6, inf
4UJ6B, R, 5, -32, 6, inf
3cY4M, B, 4, -10, 6, inf
4UJ6B, Y, 5, -23, 6, inf
3cY4M, B, 4, -10, 6, inf
4YVsA, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
RuDQS, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
RuDQS, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
RuDQS, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
RuDQS, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
HsqqQ, B, 3, -1, 6, inf
2L3t2, G, 2, -1, 6, inf
HsqqQ, O, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -10, 6, inf
3cY4M, B, 4, -10, 6, inf
4UJ6B, O, 5, 1, 6, inf
3cY4M, B, 4, 1, 6, inf
4UJ6B, R, 5, -21, 6, inf
3cY4M, B, 4, 1, 6, inf
4UJ6B, Y, 5, -12, 6, inf
3cY4M, B, 4, 1, 6, inf
4YVsA, G, 5, 10, 6, inf
3cY4M, B, 4, 10, 10, inf
4YVsA, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
4YVsA, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
4YVsA, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
4p8dS, B, 5, -10, 10, inf
3cY4M, B, 4, 10, 10, inf
4p8dS, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
4p8dS, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
4p8dS, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
66q9x, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
66q9x, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
66q9x, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
66q9x, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
EfAlJ, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
EfAlJ, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
EfAlJ, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
RuDQS, B, 5, -10, 10, inf
3cY4M, B, 4, 10, 10, inf
RuDQS, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
RuDQS, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
RuDQS, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
Vl2tc, B, 5, -10, 10, inf
3cY4M, B, 4, 10, 10, inf
Vl2tc, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
Vl2tc, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
Vl2tc, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
ZqkG6, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
ZqkG6, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
ZqkG6, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
ZqkG6, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
mLfXv, B, 5, -10, 10, inf
3cY4M, B, 4, 10, 10, inf
mLfXv, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
mLfXv, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
opBSg, G, 5, 10, 10, inf
3cY4M, B, 4, 10, 10, inf
opBSg, O, 5, 1, 10, inf
3cY4M, B, 4, 10, 10, inf
opBSg, R, 5, -21, 10, inf
3cY4M, B, 4, 10, 10, inf
opBSg, Y, 5, -12, 10, inf
3cY4M, B, 4, 10, 10, inf
HsqqQ, O, 3, 10, 6, 10
3cY4M, G, 4, -inf, 6, 10
4UJ6B, B, 5, -41, 6, 10
3cY4M, G, 4, -41, 6, 10
4UJ6B, O, 5, -30, 6, 10
3cY4M, G, 4, -30, 6, 10
4UJ6B, R, 5, -52, 6, 10
3cY4M, G, 4, -30, 6, 10
4UJ6B, Y, 5, -43, 6, 10
3cY4M, G, 4, -30, 6, 10
4YVsA, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
4YVsA, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
4YVsA, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
4YVsA, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
4p8dS, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
4p8dS, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
4p8dS, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
4p8dS, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
66q9x, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
66q9x, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
66q9x, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
66q9x, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
EfAlJ, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
EfAlJ, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
EfAlJ, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
EfAlJ, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
RuDQS, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
Vl2tc, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
ZqkG6, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, G, 5, -21, 6, 10
3cY4M, G, 4, -21, 6, 10
mLfXv, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, B, 5, -41, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, O, 5, -30, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, R, 5, -52, 6, 10
3cY4M, G, 4, -21, 6, 10
opBSg, Y, 5, -43, 6, 10
3cY4M, G, 4, -21, 6, 10
HsqqQ, O, 3, -21, 6, 10
2L3t2, G, 2, -1, 6, inf
HsqqQ, R, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -32, 6, inf
3cY4M, B, 4, -32, 6, inf
4UJ6B, O, 5, -21, 6, inf
3cY4M, B, 4, -21, 6, inf
4UJ6B, R, 5, -43, 6, inf
3cY4M, B, 4, -21, 6, inf
4UJ6B, Y, 5, -34, 6, inf
3cY4M, B, 4, -21, 6, inf
4YVsA, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
4p8dS, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
66q9x, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
EfAlJ, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
EfAlJ, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
EfAlJ, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
RuDQS, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
Vl2tc, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
ZqkG6, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, B, 5, -32, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
mLfXv, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, G, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, O, 5, -21, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, R, 5, -43, 6, inf
3cY4M, B, 4, -12, 6, inf
opBSg, Y, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
HsqqQ, R, 3, -12, 6, inf
2L3t2, G, 2, -1, 6, inf
HsqqQ, Y, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, B, 5, -23, 6, inf
3cY4M, B, 4, -23, 6, inf
4UJ6B, O, 5, -12, 6, inf
3cY4M, B, 4, -12, 6, inf
4UJ6B, R, 5, -34, 6, inf
3cY4M, B, 4, -12, 6, inf
4UJ6B, Y, 5, -25, 6, inf
3cY4M, B, 4, -12, 6, inf
4YVsA, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
4YVsA, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
4YVsA, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
4YVsA, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
4p8dS, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
66q9x, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
EfAlJ, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
EfAlJ, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
EfAlJ, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
RuDQS, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
Vl2tc, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
ZqkG6, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, B, 5, -23, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
mLfXv, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, G, 5, -3, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, O, 5, -12, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, R, 5, -34, 6, inf
3cY4M, B, 4, -3, 6, inf
opBSg, Y, 5, -25, 6, inf
3cY4M, B, 4, -3, 6, inf
HsqqQ, Y, 3, -3, 6, inf
2L3t2, G, 2, -1, 6, inf
RuDQS, B, 3, inf, 6, inf
3cY4M, B, 4, -inf, 6, inf
4UJ6B, O, 5, -10, 6, inf
3cY4M, B, 4, -10, 6, inf
4UJ6B, R, 5, -32, 6, inf
3cY4M, B, 4, -10, 6, inf
4UJ6B, Y, 5, -23, 6, inf
3cY4M, B, 4, -10, 6, inf
4YVsA, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
4YVsA, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
4p8dS, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
66q9x, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
EfAlJ, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
HEPJv, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
HEPJv, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
HEPJv, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
HEPJv, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
HsqqQ, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
HsqqQ, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
HsqqQ, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
HsqqQ, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
Vl2tc, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
ZqkG6, Y, 5, -23, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, B, 5, -21, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
mLfXv, R, 5, -32, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, G, 5, -1, 6, inf
3cY4M, B, 4, -1, 6, inf
opBSg, O, 5, -10, 6, inf
3cY4M, B, 4, -1, 6, inf
